Pclass,Sex,Age,SibSp,Parch,Family_size,Cabin_status,Alone,Embarked_nan,Age_nan,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Age_scaled,Fare_log_scaled,Survived
1,1,29.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,0.4977117228329803,0
3,1,42.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9798183878872679,-0.8318101975041274,0
1,1,41.0,0,0,2,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,1.0563244544087835,0
1,1,27.0,0,0,3,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15637533313413327,1.4551921886445889,1
3,1,29.0,0,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,-0.8198377001901485,1
2,0,5.0,1,2,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.8227927906321884,0.41922806559722475,1
3,0,22.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,-0.5969792779455197,0
3,1,26.0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8198377001901485,0
2,0,30.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07086341107014699,-0.33028389477929004,1
1,1,62.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.4947433492491364,0.3748193874565838,0
2,1,34.0,0,0,1,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3738484033425207,-0.33028389477929004,1
3,1,28.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.08062908506603986,-0.8026247516712269,0
3,1,26.0,0,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8198377001901485,0
3,1,44.0,0,1,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.131310884023455,-0.12194272214359861,0
3,0,45.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.2070571320915482,-0.8198377001901485,0
2,1,19.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7623453176788806,-0.33028389477929004,0
2,1,18.0,0,0,5,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.838091565746974,1.4109953355472844,0
3,1,31.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1466096591382404,-0.8168659555257971,0
2,1,29.0,0,0,3,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,-3.0791149207948,0
3,1,21.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6108528215426937,-0.8811257177842515,0
2,1,25.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3078678292703201,-0.33028389477929004,0
3,1,32.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2223559072063338,-0.7493647362207704,0
2,1,30.0,1,0,2,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07086341107014699,0.273652613656195,0
3,1,40.0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8283258917510812,-0.8842868607213866,0
3,1,33.0,0,0,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29810215527442724,-0.8026247516712269,0
3,1,36.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5253408994787074,-0.8505457948614892,0
1,0,47.0,1,1,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3585496282277352,1.0671594585042232,1
2,1,34.0,1,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3738484033425207,0.3538149107368302,0
3,1,19.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.7623453176788806,-0.784724404505949,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.784724404505949,0
2,0,50.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.5857883724320154,-0.5351765107494875,1
3,0,22.0,2,0,2,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.5351065734746003,0.24192643112039647,1
3,1,26.0,1,0,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.8198377001901485,0
2,1,29.0,0,0,3,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0048828369979464345,-3.0791149207948,0
3,1,26.0,0,0,1,0,1,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.23212158120222667,-0.784724404505949,0
3,1,35.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44959465141061405,-0.784724404505949,0
2,1,35.0,0,0,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.44959465141061405,0.3538149107368302,0
1,0,18.0,1,0,4,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.838091565746974,2.578464328154743,1
3,0,16.0,5,2,6,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9895840618831608,0.9509395317658309,0
3,0,21.0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.6108528215426937,-0.8318101975041274,1
1,1,41.0,0,0,2,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,0.5307810335991272,0
3,1,41.0,2,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9040721398191746,-0.25092790645228946,0
1,0,14.0,1,2,4,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1410765580193476,1.9161603610536861,1
1,1,21.0,0,1,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6108528215426937,1.4626468446708225,0
